Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple
Divorced,Transfer,1,Nursing,Daytime,Basic education 3rd cycle,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Male,No,29,No,2,7,7,5,11.9,0,1,8,8,5,11.0,0,13.9,-0.3,0.79,Dropout,Secondary/Technical,Basic,Secondary/Technical,Health,LowSkill,LowSkill,Transfer/Other,1,Separated/Divorced,Portuguese
Single,1st phase—general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Technicians & Professionals,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Arts,LowSkill,Technical,General,3,Single,Portuguese
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,23,No,0,6,6,6,12.571428571428571,0,0,6,6,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,No,No,Yes,Yes,Male,No,19,No,0,5,5,5,11.2,0,0,5,2,4,10.75,3,16.2,0.3,-0.92,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,3,Single,Portuguese
Single,Over 23 years old,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Armed Forces,No,No,No,Yes,Male,No,26,No,0,6,6,6,12.0,0,0,6,6,5,10.8,0,12.7,3.7,-1.7,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,ArmedForces,Unknown,1,Single,Portuguese
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,18,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese
Single,2nd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Machine Operators,Administrative Staff,No,No,No,Yes,Male,No,24,No,0,7,7,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Armed Forces,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Basic,Secondary/Technical,Secondary/Technical,Arts,LowSkill,ArmedForces,General,1,Single,Portuguese
Single,2nd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Male,No,18,No,0,6,6,3,11.666666666666666,0,0,6,6,1,12.0,0,12.4,0.5,1.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,4,Single,Portuguese
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,3,12.333333333333334,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,2,Single,Portuguese
Single,2nd phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,Yes,Yes,Male,No,18,No,0,5,5,3,10.333333333333334,0,0,5,5,3,10.857142857142858,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,3,Single,Portuguese
Single,3rd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,Yes,21,No,0,6,6,4,10.5,0,0,6,6,1,11.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,4,Single,Portuguese
Single,2nd phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Machine Operators,Yes,No,Yes,Yes,Male,Yes,19,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,4,Single,Portuguese
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,Yes,22,No,0,7,7,7,14.842857142857142,0,0,8,8,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,4,Single,Portuguese
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Male,No,33,No,0,6,6,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Married,Portuguese
Single,1st phase—general contingent,6,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,20,No,0,6,6,5,12.2,0,0,6,6,5,12.2,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Education,LowSkill,LowSkill,General,6,Single,Portuguese
Single,Over 23 years old,1,Management (evening attendance),Evening,Higher education—bachelor’s degree,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Male,No,34,No,0,1,0,0,0.0,1,0,5,5,0,0.0,0,10.8,1.4,1.74,Dropout,HigherEd,HigherEd,HigherEd,Management,Professional,Professional,Unknown,1,Single,Portuguese
Single,Over 23 years old,1,Agronomy,Daytime,Higher education—master’s degree,Portuguese,Higher Education Degree,Higher Education Degree,Administrative Staff,Scientific Specialists,No,No,Yes,Yes,Male,No,24,No,6,12,12,6,12.166666666666666,0,7,12,12,10,13.3,0,12.4,0.5,1.79,Dropout,HigherEd,HigherEd,HigherEd,Agriculture,Skilled,Professional,Unknown,1,Single,Portuguese
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,No,No,Yes,Male,No,18,No,0,5,5,5,12.0,0,0,5,5,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,1,Single,Portuguese
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,No,No,Yes,Female,No,33,No,0,6,6,6,11.0,0,0,6,6,5,11.0,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Married,Portuguese
Single,Transfer,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,22,No,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,Transfer/Other,1,Single,Portuguese
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Female,Yes,25,No,0,5,5,4,10.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,Unknown,1,Single,Portuguese
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Student,Yes,No,No,Yes,Male,No,20,No,0,6,5,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,Skilled,Unemployed,General,1,Single,Portuguese
Single,1st phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,23,No,0,5,5,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,6,Single,Portuguese
Single,Change in course,2,Informatics Engineering,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,No,Yes,Yes,Male,No,18,No,0,5,5,2,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,LowSkill,Transfer/Other,2,Single,Portuguese
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,No,No,No,Yes,Male,No,24,No,0,7,7,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,ArmedForces,Unknown,1,Single,Portuguese
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Brazilian,General commerce course,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,No,Female,No,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,2,Single,SouthAmerica
Single,International student (bachelor),1,Equiniculture,Daytime,Secondary education,Brazilian,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,26,Yes,0,6,5,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,Skilled,International,1,Single,SouthAmerica
Married,Over 23 years old,1,Basic Education,Daytime,11th year—not completed,Portuguese,Administration & Commerce course,Unknown,Student,Student,No,No,No,Yes,Female,No,34,No,0,6,6,3,12.666666666666666,0,0,6,5,0,0.0,1,7.6,2.6,0.32,Dropout,Unknown,Secondary_Incomplete,Secondary/Technical,Education,Unemployed,Unemployed,Unknown,1,Married,Portuguese
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,34,No,2,8,8,8,11.875,0,0,6,6,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Married,Portuguese
Single,International student (bachelor),1,Informatics Engineering,Daytime,Secondary education,Santomean,Accounting & Admin course,Higher Education Degree,Unskilled Workers,Scientific Specialists,Yes,No,No,Yes,Male,No,19,Yes,0,5,5,5,14.0,0,0,5,5,3,13.25,0,13.9,-0.3,0.79,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,Professional,International,1,Single,Africa
Single,1st phase—general contingent,5,Journalism and Communication,Daytime,Secondary education,Portuguese,Administration & Commerce course,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,5,Single,Portuguese
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,8,8,14.47777777777778,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,5,Single,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Bachelor’s Degree,Unskilled Workers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,19,No,0,5,3,5,14.2,2,0,5,5,5,13.8,0,12.7,3.7,-1.7,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Health,LowSkill,ArmedForces,General,1,Single,Portuguese
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,Yes,No,Female,No,19,No,0,7,7,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,HigherEd,Secondary/Technical,HigherEd,Health,Professional,Professional,General,4,Single,Portuguese
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,21,No,7,10,10,8,12.875,0,4,9,9,5,13.4,0,8.9,1.4,3.51,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Armed Forces,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Arts,LowSkill,ArmedForces,General,4,Single,Portuguese
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Service/Sales/Security,Yes,No,No,Yes,Female,No,34,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Married,Portuguese
Divorced,Over 23 years old,1,Agronomy,Daytime,Other—11th year,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Female,No,34,No,13,18,18,18,14.63157894736842,0,10,13,12,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate,Basic,Secondary_Incomplete,Secondary/Technical,Agriculture,LowSkill,LowSkill,Unknown,1,Separated/Divorced,Portuguese
Single,3rd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,19,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Basic,Secondary/Technical,Secondary/Technical,Education,LowSkill,Skilled,General,1,Single,Portuguese
Single,Change in institution/course,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Machine Operators,No,No,Yes,Yes,Female,No,20,No,4,10,10,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate,Secondary/Technical,Secondary/Technical,HigherEd,Communication,Professional,LowSkill,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,19,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,Basic,Secondary/Technical,Secondary/Technical,Social,Skilled,Skilled,General,2,Single,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,No,20,No,0,6,6,4,14.2,0,0,6,6,4,13.25,0,15.5,2.8,-4.06,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Master’s Degree,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,20,No,2,7,7,6,13.266666666666666,0,0,7,7,5,12.3,0,12.4,0.5,1.79,Dropout,Doctorate,Secondary/Technical,HigherEd,Health,Skilled,Technical,General,5,Single,Portuguese
Single,2nd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,20,No,0,7,7,6,11.666666666666666,0,0,7,7,3,13.0,0,16.2,0.3,-0.92,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Education,LowSkill,Technical,General,2,Single,Portuguese
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,Skilled,General,1,Single,Portuguese
Single,2nd phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,18,No,0,5,5,3,13.0,0,0,5,5,3,11.0,0,8.9,1.4,3.51,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,2,Single,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,19,No,0,5,5,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,12.571428571428571,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,Skilled,Skilled,General,3,Single,Portuguese
Single,2nd phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,18,No,0,7,6,6,12.516666666666666,1,0,7,6,6,12.516666666666666,1,7.6,2.6,0.32,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,2,Single,Portuguese
Single,Change in course,1,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Service/Sales/Security,No,No,No,Yes,Female,No,20,No,0,7,7,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese
