Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple,Pass Rate (1st Sem),Pass Rate (2nd Sem),Total Approved Units,Total Enrolled Units,Total Evaluated Units,Grade Difference,Load Category,Debt Risk,Tuition Stable,Socioeconomic Stress Score,Financial Hardship,Econ_Disadvantage
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,0,0,1,Female,1,20,No,0,6,6,4,14.0,0,0,6,6,3,11.0,0,9.4,-0.8,-3.12,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Communication,Skilled,Skilled,General,1,Single,Portuguese,0.6666666666666666,0.5,7,12,12,-3.0,Low Load,0,0,8.6,0.25641025641025644,1
Single,1st phase—general contingent,3,Equiniculture,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Other Situation,Other Situation,No,0,0,1,Female,0,19,No,0,5,5,5,14.714285714285714,0,0,5,5,5,15.8,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Agriculture,Unemployed,Unemployed,General,3,Single,Portuguese,1.0,1.0,10,10,10,1.0857142857142872,Low Load,0,0,10.2,8.125,0
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,27,No,0,5,5,5,10.6,0,0,5,5,5,11.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Unknown,1,Single,Portuguese,1.0,1.0,10,10,10,0.40000000000000036,Low Load,0,0,8.6,0.25641025641025644,0
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,0,0,1,Female,0,18,No,0,7,7,7,13.044444444444444,0,0,8,8,8,13.595,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,15,15,15,0.5505555555555564,Low Load,0,0,18.3,-0.6896551724137931,0
Married,Holders of other higher courses,1,Tourism,Daytime,Higher education—degree,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Technicians & Professionals,No,0,0,1,Female,0,34,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,HigherEd,HigherEd,Secondary/Technical,Management,Skilled,Technical,Transfer/Other,1,Married,Portuguese,0.0,0.0,0,12,12,0.0,Low Load,0,0,12.9,0.27932960893854747,0
Single,Over 23 years old,1,Equiniculture,Daytime,Higher education—degree (1st cycle),Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,0,0,1,Female,0,27,No,0,6,6,5,13.0,0,5,11,11,10,12.9,0,12.4,0.5,1.79,Dropout,HigherEd,HigherEd,HigherEd,Agriculture,Professional,Professional,Unknown,1,Single,Portuguese,0.8333333333333334,0.9090909090909091,15,17,17,-0.09999999999999964,Low Load,0,0,12.9,0.27932960893854747,0
Single,2nd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Armed Forces,Yes,0,0,1,Female,0,18,No,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,ArmedForces,General,1,Single,Portuguese,1.0,1.0,16,16,16,0.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,1st phase—general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Administrative Staff,Unskilled Workers,Yes,0,0,1,Female,0,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Arts,Skilled,LowSkill,General,3,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,10.2,8.125,0
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,18,No,0,7,7,6,13.133333333333333,0,0,8,8,7,12.221428571428572,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,2,Single,Portuguese,0.8571428571428571,0.875,13,15,15,-0.9119047619047613,Low Load,0,0,16.5,-0.3260869565217391,0
Single,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,1,21,No,3,6,6,6,12.0,0,2,6,6,6,12.0,0,13.9,-0.3,0.79,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,1.0,1.0,12,12,12,0.0,Low Load,0,0,13.6,-0.37974683544303794,1
Single,2nd phase—general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Skilled Industry Workers,Yes,0,0,1,Male,1,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Arts,Skilled,Skilled,General,3,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Administrative Staff,Yes,0,0,1,Male,0,19,No,0,6,6,5,11.4,0,0,6,6,1,10.0,0,10.8,1.4,1.74,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,Technical,Skilled,General,1,Single,Portuguese,0.8333333333333334,0.16666666666666666,6,12,12,-1.4000000000000004,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,Change in course,1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Technicians & Professionals,No,0,0,1,Male,0,24,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,Technical,Technical,Transfer/Other,1,Single,Portuguese,0.0,0.0,0,12,12,0.0,Low Load,0,0,16.4,-2.1764705882352944,0
Divorced,Transfer,1,Nursing,Daytime,Basic education 3rd cycle,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,0,0,1,Male,0,29,No,2,7,7,5,11.9,0,1,8,8,5,11.0,0,13.9,-0.3,0.79,Dropout,Secondary/Technical,Basic,Secondary/Technical,Health,LowSkill,LowSkill,Transfer/Other,1,Separated/Divorced,Portuguese,0.7142857142857143,0.625,10,15,15,-0.9000000000000004,Low Load,0,0,13.6,-0.37974683544303794,0
Single,1st phase—general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Technicians & Professionals,Yes,0,0,1,Male,1,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Arts,LowSkill,Technical,General,3,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Male,0,23,No,0,6,6,6,12.571428571428571,0,0,6,6,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,1.0,1.0,12,12,12,-0.14285714285714235,Low Load,0,0,10.3,0.39886039886039887,0
Single,1st phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,No,0,1,1,Male,0,19,No,0,5,5,5,11.2,0,0,5,2,4,10.75,3,16.2,0.3,-0.92,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,3,Single,Portuguese,1.0,0.8,9,10,7,-0.4499999999999993,Low Load,0,0,16.5,-0.3260869565217391,1
Single,Over 23 years old,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Armed Forces,No,0,0,1,Male,0,26,No,0,6,6,6,12.0,0,0,6,6,5,10.8,0,12.7,3.7,-1.7,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,ArmedForces,Unknown,1,Single,Portuguese,1.0,0.8333333333333334,11,12,12,-1.1999999999999993,Low Load,0,0,16.4,-2.1764705882352944,0
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,No,0,0,1,Male,0,18,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese,0.0,0.0,0,10,10,0.0,Low Load,0,0,10.2,8.125,0
Single,2nd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Machine Operators,Administrative Staff,No,0,0,1,Male,0,24,No,0,7,7,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,General,1,Single,Portuguese,1.0,1.0,15,15,15,1.7750000000000004,Low Load,0,0,13.6,-0.37974683544303794,0
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Armed Forces,Yes,0,0,1,Male,0,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Basic,Secondary/Technical,Secondary/Technical,Arts,LowSkill,ArmedForces,General,1,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,18.3,-0.6896551724137931,0
Single,2nd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,0,0,1,Male,0,18,No,0,6,6,3,11.666666666666666,0,0,6,6,1,12.0,0,12.4,0.5,1.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,4,Single,Portuguese,0.5,0.16666666666666666,4,12,12,0.3333333333333339,Low Load,0,0,12.9,0.27932960893854747,0
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Male,0,18,No,0,6,6,6,12.333333333333334,0,0,6,6,3,12.333333333333334,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,2,Single,Portuguese,1.0,0.5,9,12,12,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,2nd phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,0,1,1,Male,0,18,No,0,5,5,3,10.333333333333334,0,0,5,5,3,10.857142857142858,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,3,Single,Portuguese,0.6,0.6,6,10,10,0.5238095238095237,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Single,3rd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,0,0,1,Male,1,21,No,0,6,6,4,10.5,0,0,6,6,1,11.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,4,Single,Portuguese,0.6666666666666666,0.16666666666666666,5,12,12,0.5,Low Load,0,0,8.6,0.25641025641025644,1
Single,2nd phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Machine Operators,Yes,0,1,1,Male,1,19,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,4,Single,Portuguese,1.0,1.0,12,12,12,-0.33333333333333215,Low Load,0,0,10.3,0.39886039886039887,2
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Male,1,22,No,0,7,7,7,14.842857142857142,0,0,8,8,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,4,Single,Portuguese,1.0,1.0,15,15,15,0.21269841269841372,Low Load,0,0,16.5,-0.3260869565217391,1
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,0,0,1,Male,0,33,No,0,6,6,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Married,Portuguese,1.0,1.0,12,12,12,-0.3333333333333339,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,1st phase—general contingent,6,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Male,0,20,No,0,6,6,5,12.2,0,0,6,6,5,12.2,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Education,LowSkill,LowSkill,General,6,Single,Portuguese,0.8333333333333334,0.8333333333333334,10,12,12,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,Over 23 years old,1,Management (evening attendance),Evening,Higher education—bachelor’s degree,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,0,0,1,Male,0,34,No,0,1,0,0,0.0,1,0,5,5,0,0.0,0,10.8,1.4,1.74,Dropout,HigherEd,HigherEd,HigherEd,Management,Professional,Professional,Unknown,1,Single,Portuguese,0.0,0.0,0,6,5,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,Over 23 years old,1,Agronomy,Daytime,Higher education—master’s degree,Portuguese,Higher Education Degree,Higher Education Degree,Administrative Staff,Scientific Specialists,No,0,1,1,Male,0,24,No,6,12,12,6,12.166666666666666,0,7,12,12,10,13.3,0,12.4,0.5,1.79,Dropout,HigherEd,HigherEd,HigherEd,Agriculture,Skilled,Professional,Unknown,1,Single,Portuguese,0.5,0.8333333333333334,16,24,24,1.1333333333333346,Medium Load,0,0,12.9,0.27932960893854747,1
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,0,0,1,Male,0,18,No,0,5,5,5,12.0,0,0,5,5,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,1,Single,Portuguese,1.0,0.6,8,10,10,-0.6666666666666661,Low Load,0,0,16.4,-2.1764705882352944,0
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,0,0,1,Female,0,33,No,0,6,6,6,11.0,0,0,6,6,5,11.0,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Married,Portuguese,1.0,0.8333333333333334,11,12,12,0.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,Transfer,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,0,0,1,Female,1,22,No,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,Transfer/Other,1,Single,Portuguese,0.875,0.875,14,16,16,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,No,0,0,1,Female,1,25,No,0,5,5,4,10.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,Unknown,1,Single,Portuguese,0.8,1.0,9,10,10,1.0999999999999996,Low Load,0,0,8.6,0.25641025641025644,1
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Student,Yes,0,0,1,Male,0,20,No,0,6,5,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,Skilled,Unemployed,General,1,Single,Portuguese,1.0,0.8333333333333334,11,12,11,0.5333333333333332,Low Load,0,0,10.2,8.125,0
Single,1st phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Male,0,23,No,0,5,5,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,6,Single,Portuguese,0.8,1.0,9,10,10,-0.1999999999999993,Low Load,0,0,11.7,0.297029702970297,0
Single,Change in course,2,Informatics Engineering,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,0,1,1,Male,0,18,No,0,5,5,2,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,LowSkill,Transfer/Other,2,Single,Portuguese,0.4,0.0,2,10,10,-10.0,Low Load,0,0,18.3,-0.6896551724137931,1
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,No,0,0,1,Male,0,24,No,0,7,7,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,ArmedForces,Unknown,1,Single,Portuguese,0.0,0.0,0,14,14,0.0,Low Load,0,0,13.6,-0.37974683544303794,0
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Brazilian,General commerce course,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,0,0,0,Female,0,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,2,Single,SouthAmerica,1.0,1.0,12,12,12,-0.5,Low Load,0,0,10.3,0.39886039886039887,1
Single,International student (bachelor),1,Equiniculture,Daytime,Secondary education,Brazilian,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,0,0,1,Female,0,26,Yes,0,6,5,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,Skilled,International,1,Single,SouthAmerica,0.3333333333333333,0.0,2,12,11,-12.0,Low Load,0,0,10.3,0.39886039886039887,0
Married,Over 23 years old,1,Basic Education,Daytime,11th year—not completed,Portuguese,Administration & Commerce course,Unknown,Student,Student,No,0,0,1,Female,0,34,No,0,6,6,3,12.666666666666666,0,0,6,5,0,0.0,1,7.6,2.6,0.32,Dropout,Unknown,Secondary_Incomplete,Secondary/Technical,Education,Unemployed,Unemployed,Unknown,1,Married,Portuguese,0.5,0.0,3,12,11,-12.666666666666666,Low Load,0,0,10.2,8.125,0
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,34,No,2,8,8,8,11.875,0,0,6,6,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Married,Portuguese,1.0,1.0,14,14,14,0.4583333333333339,Low Load,0,0,16.4,-2.1764705882352944,0
Single,International student (bachelor),1,Informatics Engineering,Daytime,Secondary education,Santomean,Accounting & Admin course,Higher Education Degree,Unskilled Workers,Scientific Specialists,Yes,0,0,1,Male,0,19,Yes,0,5,5,5,14.0,0,0,5,5,3,13.25,0,13.9,-0.3,0.79,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,Professional,International,1,Single,Africa,1.0,0.6,8,10,10,-0.75,Low Load,0,0,13.6,-0.37974683544303794,0
Single,1st phase—general contingent,5,Journalism and Communication,Daytime,Secondary education,Portuguese,Administration & Commerce course,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,0,0,1,Female,0,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,5,Single,Portuguese,1.0,1.0,12,12,12,-0.33333333333333215,Low Load,0,0,10.3,0.39886039886039887,0
